지역명,연도,월,전용면적,평당분양가격
인천,2017.0,10.0,102㎡~,15955.5
경기,2017.0,10.0,모든면적,11962.5
경기,2017.0,10.0,60㎡,12635.699999999999
경기,2017.0,10.0,60㎡~85㎡,11794.199999999999
경기,2017.0,10.0,85㎡~102㎡,12437.699999999999
경기,2017.0,10.0,102㎡~,13229.699999999999
부산,2017.0,10.0,모든면적,12285.9
부산,2017.0,10.0,60㎡,11837.099999999999
부산,2017.0,10.0,60㎡~85㎡,12325.5
부산,2017.0,10.0,85㎡~102㎡,11398.199999999999
부산,2017.0,10.0,102㎡~,11711.699999999999
대구,2017.0,10.0,모든면적,12668.699999999999
대구,2017.0,10.0,60㎡,11398.199999999999
대구,2017.0,10.0,60㎡~85㎡,12619.199999999999
대구,2017.0,10.0,102㎡~,13440.9
광주,2017.0,10.0,모든면적,9609.6
광주,2017.0,10.0,60㎡,9160.8
광주,2017.0,10.0,60㎡~85㎡,9589.8
광주,2017.0,10.0,85㎡~102㎡,9504.0
광주,2017.0,10.0,102㎡~,9952.8
대전,2017.0,10.0,모든면적,9005.699999999999
대전,2017.0,10.0,60㎡,9005.699999999999
대전,2017.0,10.0,60㎡~85㎡,8959.5
대전,2017.0,10.0,85㎡~102㎡,10121.1
울산,2017.0,10.0,모든면적,11170.5
울산,2017.0,10.0,60㎡,9583.199999999999
울산,2017.0,10.0,60㎡~85㎡,11180.4
울산,2017.0,10.0,102㎡~,9111.3
세종,2017.0,10.0,모든면적,9104.699999999999
세종,2017.0,10.0,60㎡,9108.0
세종,2017.0,10.0,60㎡~85㎡,8985.9
세종,2017.0,10.0,85㎡~102㎡,9207.0
세종,2017.0,10.0,102㎡~,9197.1
강원,2017.0,10.0,모든면적,7520.7
강원,2017.0,10.0,60㎡,7342.5
강원,2017.0,10.0,60㎡~85㎡,7477.799999999999
강원,2017.0,10.0,85㎡~102㎡,6639.599999999999
강원,2017.0,10.0,102㎡~,7893.599999999999
충북,2017.0,10.0,모든면적,6798.0
충북,2017.0,10.0,60㎡,7134.599999999999
충북,2017.0,10.0,60㎡~85㎡,6791.4
충북,2017.0,10.0,85㎡~102㎡,8457.9
충북,2017.0,10.0,102㎡~,8250.0
충남,2017.0,10.0,모든면적,7533.9
충남,2017.0,10.0,60㎡,7926.599999999999
충남,2017.0,10.0,60㎡~85㎡,7583.4
충남,2017.0,10.0,85㎡~102㎡,9777.9
충남,2017.0,10.0,102㎡~,8655.9
전북,2017.0,10.0,모든면적,7200.599999999999
전북,2017.0,10.0,60㎡,7454.7
전북,2017.0,10.0,60㎡~85㎡,7170.9
전북,2017.0,10.0,102㎡~,7055.4
전남,2017.0,10.0,모든면적,7606.5
전남,2017.0,10.0,60㎡,7936.5
전남,2017.0,10.0,60㎡~85㎡,7471.2
전남,2017.0,10.0,85㎡~102㎡,7560.299999999999
전남,2017.0,10.0,102㎡~,7903.5
경북,2017.0,10.0,모든면적,7811.099999999999
경북,2017.0,10.0,60㎡,7797.9
경북,2017.0,10.0,60㎡~85㎡,7774.799999999999
경북,2017.0,10.0,85㎡~102㎡,9461.1
경북,2017.0,10.0,102㎡~,9797.699999999999
경남,2017.0,10.0,모든면적,8038.799999999999
경남,2017.0,10.0,60㎡,8520.6
경남,2017.0,10.0,60㎡~85㎡,7966.2
경남,2017.0,10.0,85㎡~102㎡,9804.3
경남,2017.0,10.0,102㎡~,9847.199999999999
제주,2017.0,10.0,모든면적,10632.599999999999
제주,2017.0,10.0,60㎡,17754.0
제주,2017.0,10.0,60㎡~85㎡,10395.0
서울,2017.0,11.0,모든면적,21968.1
서울,2017.0,11.0,60㎡,22872.3
서울,2017.0,11.0,60㎡~85㎡,19466.7
서울,2017.0,11.0,85㎡~102㎡,24126.3
서울,2017.0,11.0,102㎡~,22704.0
인천,2017.0,11.0,모든면적,10890.0
인천,2017.0,11.0,60㎡,10989.0
인천,2017.0,11.0,60㎡~85㎡,10909.8
인천,2017.0,11.0,85㎡~102㎡,11368.5
인천,2017.0,11.0,102㎡~,15955.5
경기,2017.0,11.0,모든면적,11738.099999999999
경기,2017.0,11.0,60㎡,12295.8
경기,2017.0,11.0,60㎡~85㎡,11639.099999999999
경기,2017.0,11.0,85㎡~102㎡,12035.099999999999
경기,2017.0,11.0,102㎡~,13289.099999999999
부산,2017.0,11.0,모든면적,12606.0
부산,2017.0,11.0,60㎡,12276.0
부산,2017.0,11.0,60㎡~85㎡,12467.4
부산,2017.0,11.0,85㎡~102㎡,12256.199999999999
부산,2017.0,11.0,102㎡~,12813.9
대구,2017.0,11.0,모든면적,12071.4
대구,2017.0,11.0,60㎡,11437.8
대구,2017.0,11.0,60㎡~85㎡,12058.199999999999
대구,2017.0,11.0,102㎡~,12464.099999999999
광주,2017.0,11.0,모든면적,9553.5
광주,2017.0,11.0,60㎡,9160.8
광주,2017.0,11.0,60㎡~85㎡,9530.4
광주,2017.0,11.0,102㎡~,9454.5
대전,2017.0,11.0,모든면적,9180.6
대전,2017.0,11.0,60㎡,8886.9
대전,2017.0,11.0,60㎡~85㎡,9117.9
대전,2017.0,11.0,85㎡~102㎡,10121.1
울산,2017.0,11.0,모든면적,11134.199999999999
울산,2017.0,11.0,60㎡,9583.199999999999
울산,2017.0,11.0,60㎡~85㎡,11147.4
울산,2017.0,11.0,102㎡~,9111.3
세종,2017.0,11.0,모든면적,9108.0
세종,2017.0,11.0,60㎡,9108.0
세종,2017.0,11.0,60㎡~85㎡,8985.9
세종,2017.0,11.0,85㎡~102㎡,9207.0
세종,2017.0,11.0,102㎡~,9279.6
강원,2017.0,11.0,모든면적,7652.7
강원,2017.0,11.0,60㎡,7398.599999999999
강원,2017.0,11.0,60㎡~85㎡,7619.7
강원,2017.0,11.0,85㎡~102㎡,7335.9
강원,2017.0,11.0,102㎡~,9078.3
충북,2017.0,11.0,모든면적,6854.099999999999
충북,2017.0,11.0,60㎡,7269.9
충북,2017.0,11.0,60㎡~85㎡,6850.799999999999
충북,2017.0,11.0,85㎡~102㎡,7494.299999999999
충북,2017.0,11.0,102㎡~,8263.199999999999
충남,2017.0,11.0,모든면적,7451.4
충남,2017.0,11.0,60㎡,7929.9
충남,2017.0,11.0,60㎡~85㎡,7494.299999999999
충남,2017.0,11.0,102㎡~,7533.9
전북,2017.0,11.0,모든면적,7260.0
전북,2017.0,11.0,60㎡,7454.7
전북,2017.0,11.0,60㎡~85㎡,7233.599999999999
전북,2017.0,11.0,102㎡~,8055.299999999999
전남,2017.0,11.0,모든면적,7883.7
전남,2017.0,11.0,60㎡,7821.0
전남,2017.0,11.0,60㎡~85㎡,7797.9
전남,2017.0,11.0,85㎡~102㎡,7560.299999999999
전남,2017.0,11.0,102㎡~,8220.3
경북,2017.0,11.0,모든면적,7887.0
경북,2017.0,11.0,60㎡,7943.099999999999
경북,2017.0,11.0,60㎡~85㎡,7863.9
경북,2017.0,11.0,102㎡~,9850.5
경남,2017.0,11.0,모든면적,8649.3
경남,2017.0,11.0,60㎡,8976.0
경남,2017.0,11.0,60㎡~85㎡,8517.3
경남,2017.0,11.0,85㎡~102㎡,9616.199999999999
경남,2017.0,11.0,102㎡~,9365.4
제주,2017.0,11.0,모든면적,11748.0
제주,2017.0,11.0,60㎡,17754.0
제주,2017.0,11.0,60㎡~85㎡,11474.099999999999
서울,2017.0,12.0,모든면적,22129.8
서울,2017.0,12.0,60㎡,23116.5
서울,2017.0,12.0,60㎡~85㎡,19364.399999999998
서울,2017.0,12.0,85㎡~102㎡,24677.399999999998
서울,2017.0,12.0,102㎡~,22822.8
인천,2017.0,12.0,모든면적,10949.4
인천,2017.0,12.0,60㎡,11068.199999999999
인천,2017.0,12.0,60㎡~85㎡,10969.199999999999
인천,2017.0,12.0,85㎡~102㎡,11477.4
인천,2017.0,12.0,102㎡~,15955.5
경기,2017.0,12.0,모든면적,11936.099999999999
경기,2017.0,12.0,60㎡,12635.699999999999
경기,2017.0,12.0,60㎡~85㎡,11721.599999999999
경기,2017.0,12.0,85㎡~102㎡,12196.8
경기,2017.0,12.0,102㎡~,13632.3
부산,2017.0,12.0,모든면적,12678.599999999999
부산,2017.0,12.0,60㎡,12332.099999999999
부산,2017.0,12.0,60㎡~85㎡,12549.9
부산,2017.0,12.0,85㎡~102㎡,12183.599999999999
부산,2017.0,12.0,102㎡~,12767.699999999999
대구,2017.0,12.0,모든면적,11751.3
대구,2017.0,12.0,60㎡,11437.8
대구,2017.0,12.0,60㎡~85㎡,11761.199999999999
대구,2017.0,12.0,102㎡~,11691.9
광주,2017.0,12.0,모든면적,9556.8
광주,2017.0,12.0,60㎡,9160.8
광주,2017.0,12.0,60㎡~85㎡,9537.0
광주,2017.0,12.0,102㎡~,9454.5
대전,2017.0,12.0,모든면적,8929.8
대전,2017.0,12.0,60㎡,8672.4
대전,2017.0,12.0,60㎡~85㎡,8877.0
대전,2017.0,12.0,85㎡~102㎡,10121.1
울산,2017.0,12.0,모든면적,10434.599999999999
울산,2017.0,12.0,60㎡~85㎡,10434.599999999999
세종,2017.0,12.0,모든면적,10431.3
세종,2017.0,12.0,60㎡~85㎡,10441.199999999999
세종,2017.0,12.0,85㎡~102㎡,10226.699999999999
세종,2017.0,12.0,102㎡~,10649.099999999999
강원,2017.0,12.0,모든면적,7596.599999999999
강원,2017.0,12.0,60㎡,7269.9
강원,2017.0,12.0,60㎡~85㎡,7566.9
강원,2017.0,12.0,85㎡~102㎡,7388.7
강원,2017.0,12.0,102㎡~,8906.699999999999
충북,2017.0,12.0,모든면적,6854.099999999999
충북,2017.0,12.0,60㎡,7269.9
충북,2017.0,12.0,60㎡~85㎡,6850.799999999999
충북,2017.0,12.0,85㎡~102㎡,7494.299999999999
충북,2017.0,12.0,102㎡~,8263.199999999999
충남,2017.0,12.0,모든면적,7778.099999999999
충남,2017.0,12.0,60㎡,8269.8
충남,2017.0,12.0,60㎡~85㎡,7830.9
충남,2017.0,12.0,102㎡~,7533.9
전북,2017.0,12.0,모든면적,7345.799999999999
전북,2017.0,12.0,60㎡,7454.7
전북,2017.0,12.0,60㎡~85㎡,7309.5
전북,2017.0,12.0,85㎡~102㎡,7329.299999999999
전북,2017.0,12.0,102㎡~,8028.9
전남,2017.0,12.0,모든면적,7920.0
전남,2017.0,12.0,60㎡,8009.099999999999
전남,2017.0,12.0,60㎡~85㎡,7860.599999999999
전남,2017.0,12.0,85㎡~102㎡,7560.299999999999
전남,2017.0,12.0,102㎡~,7995.9
경북,2017.0,12.0,모든면적,7887.0
경북,2017.0,12.0,60㎡,7943.099999999999
경북,2017.0,12.0,60㎡~85㎡,7863.9
경북,2017.0,12.0,102㎡~,9850.5
경남,2017.0,12.0,모든면적,8896.8
경남,2017.0,12.0,60㎡,9187.199999999999
경남,2017.0,12.0,60㎡~85㎡,8797.8
경남,2017.0,12.0,85㎡~102㎡,9616.199999999999
경남,2017.0,12.0,102㎡~,9358.8
제주,2017.0,12.0,모든면적,11807.4
제주,2017.0,12.0,60㎡,17754.0
제주,2017.0,12.0,60㎡~85㎡,11441.099999999999
제주,2017.0,12.0,102㎡~,9995.699999999999
서울,2018.0,1.0,모든면적,21855.899999999998
서울,2018.0,1.0,60㎡,22763.399999999998
서울,2018.0,1.0,60㎡~85㎡,19328.1
서울,2018.0,1.0,85㎡~102㎡,24677.399999999998
서울,2018.0,1.0,102㎡~,22822.8
인천,2018.0,1.0,모든면적,10998.9
인천,2018.0,1.0,60㎡,11140.8
인천,2018.0,1.0,60㎡~85㎡,10969.199999999999
인천,2018.0,1.0,85㎡~102㎡,11477.4
인천,2018.0,1.0,102㎡~,15955.5
경기,2018.0,1.0,모든면적,12691.8
경기,2018.0,1.0,60㎡,13592.699999999999
경기,2018.0,1.0,60㎡~85㎡,12516.9
경기,2018.0,1.0,85㎡~102㎡,14355.0
경기,2018.0,1.0,102㎡~,15285.599999999999
부산,2018.0,1.0,모든면적,12678.599999999999
부산,2018.0,1.0,60㎡,12332.099999999999
부산,2018.0,1.0,60㎡~85㎡,12549.9
부산,2018.0,1.0,85㎡~102㎡,12183.599999999999
부산,2018.0,1.0,102㎡~,12767.699999999999
대구,2018.0,1.0,모든면적,11830.5
대구,2018.0,1.0,60㎡,11619.3
대구,2018.0,1.0,60㎡~85㎡,11837.099999999999
대구,2018.0,1.0,102㎡~,11691.9
광주,2018.0,1.0,모든면적,9550.199999999999
광주,2018.0,1.0,60㎡,9160.8
광주,2018.0,1.0,60㎡~85㎡,9527.1
광주,2018.0,1.0,102㎡~,9454.5
대전,2018.0,1.0,모든면적,9055.199999999999
대전,2018.0,1.0,60㎡,8672.4
대전,2018.0,1.0,60㎡~85㎡,9075.0
대전,2018.0,1.0,85㎡~102㎡,10121.1
울산,2018.0,1.0,모든면적,10434.599999999999
울산,2018.0,1.0,60㎡~85㎡,10434.599999999999
세종,2018.0,1.0,모든면적,10431.3
세종,2018.0,1.0,60㎡~85㎡,10441.199999999999
세종,2018.0,1.0,85㎡~102㎡,10226.699999999999
세종,2018.0,1.0,102㎡~,10649.099999999999
강원,2018.0,1.0,모든면적,7669.2
강원,2018.0,1.0,60㎡,7312.799999999999
강원,2018.0,1.0,60㎡~85㎡,7662.599999999999
강원,2018.0,1.0,85㎡~102㎡,8550.3
강원,2018.0,1.0,102㎡~,8923.199999999999
충북,2018.0,1.0,모든면적,6854.099999999999
충북,2018.0,1.0,60㎡,7269.9
충북,2018.0,1.0,60㎡~85㎡,6850.799999999999
충북,2018.0,1.0,85㎡~102㎡,7494.299999999999
충북,2018.0,1.0,102㎡~,8263.199999999999
충남,2018.0,1.0,모든면적,7900.2
충남,2018.0,1.0,60㎡,7989.299999999999
충남,2018.0,1.0,60㎡~85㎡,7949.7
충남,2018.0,1.0,102㎡~,7533.9
전북,2018.0,1.0,모든면적,7345.799999999999
전북,2018.0,1.0,60㎡,7454.7
전북,2018.0,1.0,60㎡~85㎡,7309.5
전북,2018.0,1.0,85㎡~102㎡,7329.299999999999
전북,2018.0,1.0,102㎡~,8028.9
전남,2018.0,1.0,모든면적,7920.0
전남,2018.0,1.0,60㎡,8009.099999999999
전남,2018.0,1.0,60㎡~85㎡,7854.0
전남,2018.0,1.0,85㎡~102㎡,8114.7
전남,2018.0,1.0,102㎡~,8111.4
경북,2018.0,1.0,모든면적,8055.299999999999
경북,2018.0,1.0,60㎡,8332.5
경북,2018.0,1.0,60㎡~85㎡,8035.5
경북,2018.0,1.0,102㎡~,9461.1
경남,2018.0,1.0,모든면적,8896.8
경남,2018.0,1.0,60㎡,9187.199999999999
경남,2018.0,1.0,60㎡~85㎡,8797.8
경남,2018.0,1.0,85㎡~102㎡,9616.199999999999
경남,2018.0,1.0,102㎡~,9358.8
제주,2018.0,1.0,모든면적,11998.8
제주,2018.0,1.0,60㎡,17754.0
제주,2018.0,1.0,60㎡~85㎡,11589.599999999999
제주,2018.0,1.0,102㎡~,9995.699999999999
서울,2018.0,2.0,모든면적,21882.3
서울,2018.0,2.0,60㎡,22793.1
서울,2018.0,2.0,60㎡~85㎡,21030.899999999998
서울,2018.0,2.0,85㎡~102㎡,24733.5
서울,2018.0,2.0,102㎡~,22799.699999999997
인천,2018.0,2.0,모든면적,11028.599999999999
인천,2018.0,2.0,60㎡,11328.9
인천,2018.0,2.0,60㎡~85㎡,11015.4
인천,2018.0,2.0,85㎡~102㎡,11477.4
인천,2018.0,2.0,102㎡~,15955.5
경기,2018.0,2.0,모든면적,12790.8
경기,2018.0,2.0,60㎡,14011.8
경기,2018.0,2.0,60㎡~85㎡,12625.8
경기,2018.0,2.0,85㎡~102㎡,14358.3
경기,2018.0,2.0,102㎡~,15361.5
부산,2018.0,2.0,모든면적,12705.0
부산,2018.0,2.0,60㎡,12355.199999999999
부산,2018.0,2.0,60㎡~85㎡,12579.599999999999
부산,2018.0,2.0,85㎡~102㎡,12183.599999999999
부산,2018.0,2.0,102㎡~,12767.699999999999
대구,2018.0,2.0,모든면적,11101.199999999999
대구,2018.0,2.0,60㎡,11619.3
대구,2018.0,2.0,60㎡~85㎡,11104.5
대구,2018.0,2.0,102㎡~,11691.9
광주,2018.0,2.0,모든면적,9550.199999999999
광주,2018.0,2.0,60㎡,9160.8
광주,2018.0,2.0,60㎡~85㎡,9527.1
광주,2018.0,2.0,102㎡~,9454.5
대전,2018.0,2.0,모든면적,9527.1
대전,2018.0,2.0,60㎡,8243.4
대전,2018.0,2.0,60㎡~85㎡,9510.6
대전,2018.0,2.0,85㎡~102㎡,10121.1
울산,2018.0,2.0,모든면적,10474.199999999999
울산,2018.0,2.0,60㎡~85㎡,10474.199999999999
세종,2018.0,2.0,모든면적,10431.3
세종,2018.0,2.0,60㎡~85㎡,10441.199999999999
세종,2018.0,2.0,85㎡~102㎡,10226.699999999999
세종,2018.0,2.0,102㎡~,10649.099999999999
강원,2018.0,2.0,모든면적,7665.9
강원,2018.0,2.0,60㎡,7431.599999999999
강원,2018.0,2.0,60㎡~85㎡,7656.0
강원,2018.0,2.0,85㎡~102㎡,8563.5
강원,2018.0,2.0,102㎡~,9424.8
충북,2018.0,2.0,모든면적,7147.799999999999
충북,2018.0,2.0,60㎡,7748.4
충북,2018.0,2.0,60㎡~85㎡,7144.5
충북,2018.0,2.0,85㎡~102㎡,7494.299999999999
충북,2018.0,2.0,102㎡~,8200.5
충남,2018.0,2.0,모든면적,7900.2
충남,2018.0,2.0,60㎡,7989.299999999999
충남,2018.0,2.0,60㎡~85㎡,7949.7
충남,2018.0,2.0,102㎡~,7533.9
전북,2018.0,2.0,모든면적,7500.9
전북,2018.0,2.0,60㎡,7203.9
전북,2018.0,2.0,60㎡~85㎡,7461.299999999999
전북,2018.0,2.0,85㎡~102㎡,7329.299999999999
전북,2018.0,2.0,102㎡~,8012.4
전남,2018.0,2.0,모든면적,7774.799999999999
전남,2018.0,2.0,60㎡,7352.4
전남,2018.0,2.0,60㎡~85㎡,7712.099999999999
전남,2018.0,2.0,85㎡~102㎡,8114.7
전남,2018.0,2.0,102㎡~,7979.4
경북,2018.0,2.0,모든면적,8055.299999999999
경북,2018.0,2.0,60㎡,8332.5
경북,2018.0,2.0,60㎡~85㎡,8035.5
경북,2018.0,2.0,102㎡~,9461.1
경남,2018.0,2.0,모든면적,8903.4
경남,2018.0,2.0,60㎡,9187.199999999999
경남,2018.0,2.0,60㎡~85㎡,8820.9
경남,2018.0,2.0,85㎡~102㎡,9616.199999999999
경남,2018.0,2.0,102㎡~,9358.8
제주,2018.0,2.0,모든면적,12635.699999999999
제주,2018.0,2.0,60㎡,18024.6
제주,2018.0,2.0,60㎡~85㎡,11688.599999999999
제주,2018.0,2.0,102㎡~,9995.699999999999
서울,2018.0,3.0,모든면적,22558.8
서울,2018.0,3.0,60㎡,23736.899999999998
서울,2018.0,3.0,60㎡~85㎡,21624.899999999998
서울,2018.0,3.0,85㎡~102㎡,25815.899999999998
서울,2018.0,3.0,102㎡~,23898.6
인천,2018.0,3.0,모든면적,11408.099999999999
인천,2018.0,3.0,60㎡,12388.199999999999
인천,2018.0,3.0,60㎡~85㎡,11378.4
인천,2018.0,3.0,85㎡~102㎡,11203.5
인천,2018.0,3.0,102㎡~,15955.5
경기,2018.0,3.0,모든면적,12790.8
경기,2018.0,3.0,60㎡,14018.4
경기,2018.0,3.0,60㎡~85㎡,12625.8
경기,2018.0,3.0,85㎡~102㎡,14091.0
경기,2018.0,3.0,102㎡~,15315.3
부산,2018.0,3.0,모든면적,12596.099999999999
부산,2018.0,3.0,60㎡,12058.199999999999
부산,2018.0,3.0,60㎡~85㎡,12503.699999999999
부산,2018.0,3.0,85㎡~102㎡,12183.599999999999
부산,2018.0,3.0,102㎡~,12639.0
대구,2018.0,3.0,모든면적,11193.599999999999
대구,2018.0,3.0,60㎡,11619.3
대구,2018.0,3.0,60㎡~85㎡,11233.199999999999
대구,2018.0,3.0,102㎡~,11691.9
광주,2018.0,3.0,모든면적,9669.0
광주,2018.0,3.0,60㎡,9160.8
광주,2018.0,3.0,60㎡~85㎡,9649.199999999999
광주,2018.0,3.0,102㎡~,9454.5
대전,2018.0,3.0,모든면적,9527.1
대전,2018.0,3.0,60㎡,8243.4
대전,2018.0,3.0,60㎡~85㎡,9510.6
대전,2018.0,3.0,85㎡~102㎡,10121.1
울산,2018.0,3.0,모든면적,10474.199999999999
울산,2018.0,3.0,60㎡~85㎡,10474.199999999999
세종,2018.0,3.0,모든면적,10431.3
세종,2018.0,3.0,60㎡~85㎡,10441.199999999999
세종,2018.0,3.0,85㎡~102㎡,10226.699999999999
세종,2018.0,3.0,102㎡~,10649.099999999999
강원,2018.0,3.0,모든면적,7890.299999999999
강원,2018.0,3.0,60㎡,7487.7
강원,2018.0,3.0,60㎡~85㎡,7877.099999999999
강원,2018.0,3.0,85㎡~102㎡,9339.0
강원,2018.0,3.0,102㎡~,9645.9
충북,2018.0,3.0,모든면적,8101.5
충북,2018.0,3.0,60㎡,7748.4
충북,2018.0,3.0,60㎡~85㎡,8104.799999999999
충북,2018.0,3.0,85㎡~102㎡,8154.299999999999
충북,2018.0,3.0,102㎡~,8190.599999999999
충남,2018.0,3.0,모든면적,7900.2
충남,2018.0,3.0,60㎡,7989.299999999999
충남,2018.0,3.0,60㎡~85㎡,7949.7
충남,2018.0,3.0,102㎡~,7533.9
전북,2018.0,3.0,모든면적,7467.9
전북,2018.0,3.0,60㎡,7203.9
전북,2018.0,3.0,60㎡~85㎡,7425.0
전북,2018.0,3.0,85㎡~102㎡,7329.299999999999
전북,2018.0,3.0,102㎡~,8012.4
전남,2018.0,3.0,모든면적,7748.4
전남,2018.0,3.0,60㎡,7352.4
전남,2018.0,3.0,60㎡~85㎡,7708.799999999999
전남,2018.0,3.0,85㎡~102㎡,8669.1
전남,2018.0,3.0,102㎡~,8061.9
경북,2018.0,3.0,모든면적,8052.0
경북,2018.0,3.0,60㎡,8332.5
경북,2018.0,3.0,60㎡~85㎡,7989.299999999999
경북,2018.0,3.0,102㎡~,9200.4
경남,2018.0,3.0,모든면적,8900.1
경남,2018.0,3.0,60㎡,9197.1
경남,2018.0,3.0,60㎡~85㎡,8817.6
경남,2018.0,3.0,85㎡~102㎡,9428.1
경남,2018.0,3.0,102㎡~,9560.1
제주,2018.0,3.0,모든면적,12952.5
제주,2018.0,3.0,60㎡,18024.6
제주,2018.0,3.0,60㎡~85㎡,12008.699999999999
제주,2018.0,3.0,102㎡~,9995.699999999999
서울,2018.0,4.0,모든면적,22575.3
서울,2018.0,4.0,60㎡,23746.8
서울,2018.0,4.0,60㎡~85㎡,21648.0
서울,2018.0,4.0,85㎡~102㎡,25815.899999999998
서울,2018.0,4.0,102㎡~,23898.6
인천,2018.0,4.0,모든면적,11408.099999999999
인천,2018.0,4.0,60㎡,12388.199999999999
인천,2018.0,4.0,60㎡~85㎡,11378.4
인천,2018.0,4.0,85㎡~102㎡,11203.5
인천,2018.0,4.0,102㎡~,15955.5
경기,2018.0,4.0,모든면적,12734.699999999999
경기,2018.0,4.0,60㎡,14044.8
경기,2018.0,4.0,60㎡~85㎡,12658.8
경기,2018.0,4.0,85㎡~102㎡,14338.5
경기,2018.0,4.0,102㎡~,15163.5
부산,2018.0,4.0,모든면적,12747.9
부산,2018.0,4.0,60㎡,12058.199999999999
부산,2018.0,4.0,60㎡~85㎡,12655.5
부산,2018.0,4.0,85㎡~102㎡,12183.599999999999
부산,2018.0,4.0,102㎡~,12639.0
대구,2018.0,4.0,모든면적,11629.199999999999
대구,2018.0,4.0,60㎡,11903.099999999999
대구,2018.0,4.0,60㎡~85㎡,11635.8
대구,2018.0,4.0,85㎡~102㎡,9939.6
대구,2018.0,4.0,102㎡~,9787.8
광주,2018.0,4.0,모든면적,9520.5
광주,2018.0,4.0,60㎡,9160.8
광주,2018.0,4.0,60㎡~85㎡,9537.0
광주,2018.0,4.0,102㎡~,8094.9
대전,2018.0,4.0,모든면적,9807.6
대전,2018.0,4.0,60㎡,8243.4
대전,2018.0,4.0,60㎡~85㎡,9824.1
대전,2018.0,4.0,85㎡~102㎡,10121.1
울산,2018.0,4.0,모든면적,10474.199999999999
울산,2018.0,4.0,60㎡~85㎡,10474.199999999999
세종,2018.0,4.0,모든면적,10332.3
세종,2018.0,4.0,60㎡,10111.199999999999
세종,2018.0,4.0,60㎡~85㎡,10385.099999999999
세종,2018.0,4.0,85㎡~102㎡,10355.4
세종,2018.0,4.0,102㎡~,10345.5
강원,2018.0,4.0,모든면적,7514.099999999999
강원,2018.0,4.0,60㎡,7487.7
강원,2018.0,4.0,60㎡~85㎡,7500.9
강원,2018.0,4.0,85㎡~102㎡,9339.0
강원,2018.0,4.0,102㎡~,8616.3
충북,2018.0,4.0,모든면적,8682.3
충북,2018.0,4.0,60㎡,7748.4
충북,2018.0,4.0,60㎡~85㎡,8682.3
충북,2018.0,4.0,85㎡~102㎡,8814.3
충북,2018.0,4.0,102㎡~,8844.0
충남,2018.0,4.0,모든면적,7900.2
충남,2018.0,4.0,60㎡,7989.299999999999
충남,2018.0,4.0,60㎡~85㎡,7949.7
충남,2018.0,4.0,102㎡~,7533.9
전북,2018.0,4.0,모든면적,7646.099999999999
전북,2018.0,4.0,60㎡,8586.6
전북,2018.0,4.0,60㎡~85㎡,7563.599999999999
전북,2018.0,4.0,85㎡~102㎡,8698.8
전북,2018.0,4.0,102㎡~,9220.199999999999
전남,2018.0,4.0,모든면적,7771.5
전남,2018.0,4.0,60㎡,7352.4
전남,2018.0,4.0,60㎡~85㎡,7738.5
전남,2018.0,4.0,85㎡~102㎡,8669.1
전남,2018.0,4.0,102㎡~,8147.7
경북,2018.0,4.0,모든면적,8052.0
경북,2018.0,4.0,60㎡,8154.299999999999
경북,2018.0,4.0,60㎡~85㎡,7992.599999999999
경북,2018.0,4.0,102㎡~,9200.4
경남,2018.0,4.0,모든면적,8877.0
경남,2018.0,4.0,60㎡,9035.4
경남,2018.0,4.0,60㎡~85㎡,8807.699999999999
경남,2018.0,4.0,85㎡~102㎡,9428.1
경남,2018.0,4.0,102㎡~,9444.6
제주,2018.0,4.0,모든면적,12952.5
제주,2018.0,4.0,60㎡,18024.6
제주,2018.0,4.0,60㎡~85㎡,12008.699999999999
제주,2018.0,4.0,102㎡~,9995.699999999999
서울,2018.0,5.0,모든면적,22832.699999999997
서울,2018.0,5.0,60㎡,24149.399999999998
서울,2018.0,5.0,60㎡~85㎡,21879.0
서울,2018.0,5.0,85㎡~102㎡,26723.399999999998
서울,2018.0,5.0,102㎡~,23931.6
인천,2018.0,5.0,모든면적,11338.8
인천,2018.0,5.0,60㎡,11398.199999999999
인천,2018.0,5.0,60㎡~85㎡,11771.099999999999
인천,2018.0,5.0,85㎡~102㎡,11451.0
인천,2018.0,5.0,102㎡~,15955.5
경기,2018.0,5.0,모든면적,13157.099999999999
경기,2018.0,5.0,60㎡,14602.5
경기,2018.0,5.0,60㎡~85㎡,13180.199999999999
경기,2018.0,5.0,85㎡~102㎡,14668.5
경기,2018.0,5.0,102㎡~,14906.099999999999
부산,2018.0,5.0,모든면적,12714.9
부산,2018.0,5.0,60㎡,12223.199999999999
부산,2018.0,5.0,60㎡~85㎡,12612.599999999999
부산,2018.0,5.0,85㎡~102㎡,12226.5
부산,2018.0,5.0,102㎡~,12672.0
대구,2018.0,5.0,모든면적,12048.3
대구,2018.0,5.0,60㎡,11992.199999999999
대구,2018.0,5.0,60㎡~85㎡,12031.8
대구,2018.0,5.0,85㎡~102㎡,9939.6
대구,2018.0,5.0,102㎡~,14978.699999999999
광주,2018.0,5.0,모든면적,9589.8
광주,2018.0,5.0,60㎡,9160.8
광주,2018.0,5.0,60㎡~85㎡,9606.3
광주,2018.0,5.0,102㎡~,8094.9
대전,2018.0,5.0,모든면적,9807.6
대전,2018.0,5.0,60㎡,8243.4
대전,2018.0,5.0,60㎡~85㎡,9824.1
