지역명,연도,월,전용면적,평당분양가격
경남,2019.0,7.0,모든면적,9791.1
경남,2019.0,7.0,60㎡,9692.1
경남,2019.0,7.0,60㎡~85㎡,9748.199999999999
경남,2019.0,7.0,85㎡~102㎡,10596.3
경남,2019.0,7.0,102㎡~,14199.9
제주,2019.0,7.0,모든면적,12767.699999999999
제주,2019.0,7.0,60㎡,12553.199999999999
제주,2019.0,7.0,60㎡~85㎡,12817.199999999999
제주,2019.0,7.0,102㎡~,11883.3
서울,2019.0,8.0,모든면적,26706.899999999998
서울,2019.0,8.0,60㎡,27135.899999999998
서울,2019.0,8.0,60㎡~85㎡,28254.6
서울,2019.0,8.0,85㎡~102㎡,42002.399999999994
서울,2019.0,8.0,102㎡~,29257.8
인천,2019.0,8.0,모든면적,13005.3
인천,2019.0,8.0,60㎡,12480.599999999999
인천,2019.0,8.0,60㎡~85㎡,13087.8
인천,2019.0,8.0,85㎡~102㎡,12450.9
인천,2019.0,8.0,102㎡~,17120.399999999998
경기,2019.0,8.0,모든면적,14331.9
경기,2019.0,8.0,60㎡,15450.599999999999
경기,2019.0,8.0,60㎡~85㎡,14236.199999999999
경기,2019.0,8.0,85㎡~102㎡,17437.2
경기,2019.0,8.0,102㎡~,17724.3
부산,2019.0,8.0,모든면적,12972.3
부산,2019.0,8.0,60㎡,13104.3
부산,2019.0,8.0,60㎡~85㎡,12949.199999999999
부산,2019.0,8.0,85㎡~102㎡,14764.199999999999
부산,2019.0,8.0,102㎡~,15166.8
대구,2019.0,8.0,모든면적,14239.5
대구,2019.0,8.0,60㎡,14133.9
대구,2019.0,8.0,60㎡~85㎡,14160.3
대구,2019.0,8.0,85㎡~102㎡,13596.0
대구,2019.0,8.0,102㎡~,15972.0
광주,2019.0,8.0,모든면적,12279.3
광주,2019.0,8.0,60㎡,11814.0
광주,2019.0,8.0,60㎡~85㎡,12276.0
광주,2019.0,8.0,102㎡~,13724.699999999999
대전,2019.0,8.0,모든면적,11170.5
대전,2019.0,8.0,60㎡,11272.8
대전,2019.0,8.0,60㎡~85㎡,10979.099999999999
대전,2019.0,8.0,102㎡~,14866.5
세종,2019.0,8.0,모든면적,11411.4
세종,2019.0,8.0,60㎡~85㎡,11203.5
세종,2019.0,8.0,85㎡~102㎡,11583.0
세종,2019.0,8.0,102㎡~,12972.3
강원,2019.0,8.0,모든면적,8223.6
강원,2019.0,8.0,60㎡,8494.199999999999
강원,2019.0,8.0,60㎡~85㎡,8170.799999999999
강원,2019.0,8.0,85㎡~102㎡,10985.699999999999
강원,2019.0,8.0,102㎡~,9315.9
충북,2019.0,8.0,모든면적,7388.7
충북,2019.0,8.0,60㎡,7009.2
충북,2019.0,8.0,60㎡~85㎡,7461.299999999999
충북,2019.0,8.0,85㎡~102㎡,8500.8
충북,2019.0,8.0,102㎡~,8355.6
충남,2019.0,8.0,모든면적,8715.3
충남,2019.0,8.0,60㎡,8563.5
충남,2019.0,8.0,60㎡~85㎡,8764.8
충남,2019.0,8.0,102㎡~,9355.5
전북,2019.0,8.0,모든면적,8679.0
전북,2019.0,8.0,60㎡,7748.4
전북,2019.0,8.0,60㎡~85㎡,8679.0
전북,2019.0,8.0,85㎡~102㎡,8989.199999999999
전북,2019.0,8.0,102㎡~,8903.4
전남,2019.0,8.0,모든면적,7735.2
전남,2019.0,8.0,60㎡,8134.5
전남,2019.0,8.0,60㎡~85㎡,7718.7
전남,2019.0,8.0,85㎡~102㎡,7712.099999999999
전남,2019.0,8.0,102㎡~,9909.9
경북,2019.0,8.0,모든면적,8682.3
경북,2019.0,8.0,60㎡,8507.4
경북,2019.0,8.0,60㎡~85㎡,8576.699999999999
경북,2019.0,8.0,85㎡~102㎡,8801.1
경북,2019.0,8.0,102㎡~,10503.9
경남,2019.0,8.0,모든면적,9824.1
경남,2019.0,8.0,60㎡,9009.0
경남,2019.0,8.0,60㎡~85㎡,9761.4
경남,2019.0,8.0,85㎡~102㎡,10596.3
경남,2019.0,8.0,102㎡~,14199.9
제주,2019.0,8.0,모든면적,12767.699999999999
제주,2019.0,8.0,60㎡,12553.199999999999
제주,2019.0,8.0,60㎡~85㎡,12817.199999999999
제주,2019.0,8.0,102㎡~,11883.3
서울,2019.0,9.0,모든면적,26680.5
서울,2019.0,9.0,60㎡,27076.5
서울,2019.0,9.0,60㎡~85㎡,28287.6
서울,2019.0,9.0,85㎡~102㎡,42002.399999999994
서울,2019.0,9.0,102㎡~,29607.6
인천,2019.0,9.0,모든면적,13005.3
인천,2019.0,9.0,60㎡,12480.599999999999
인천,2019.0,9.0,60㎡~85㎡,13087.8
인천,2019.0,9.0,85㎡~102㎡,12450.9
인천,2019.0,9.0,102㎡~,17120.399999999998
경기,2019.0,9.0,모든면적,14655.3
경기,2019.0,9.0,60㎡,15899.4
경기,2019.0,9.0,60㎡~85㎡,14612.4
경기,2019.0,9.0,85㎡~102㎡,17437.2
경기,2019.0,9.0,102㎡~,17724.3
부산,2019.0,9.0,모든면적,13275.9
부산,2019.0,9.0,60㎡,12939.3
부산,2019.0,9.0,60㎡~85㎡,13262.699999999999
부산,2019.0,9.0,85㎡~102㎡,14586.0
부산,2019.0,9.0,102㎡~,15021.599999999999
대구,2019.0,9.0,모든면적,14381.4
대구,2019.0,9.0,60㎡,14368.199999999999
대구,2019.0,9.0,60㎡~85㎡,14302.199999999999
대구,2019.0,9.0,85㎡~102㎡,14685.0
대구,2019.0,9.0,102㎡~,16107.3
광주,2019.0,9.0,모든면적,12279.3
광주,2019.0,9.0,60㎡,11814.0
광주,2019.0,9.0,60㎡~85㎡,12276.0
광주,2019.0,9.0,102㎡~,13724.699999999999
대전,2019.0,9.0,모든면적,11358.599999999999
대전,2019.0,9.0,60㎡,11916.3
대전,2019.0,9.0,60㎡~85㎡,11117.699999999999
대전,2019.0,9.0,102㎡~,14850.0
울산,2019.0,9.0,모든면적,8992.5
울산,2019.0,9.0,60㎡,9091.5
울산,2019.0,9.0,60㎡~85㎡,8962.8
세종,2019.0,9.0,모든면적,11411.4
세종,2019.0,9.0,60㎡~85㎡,11203.5
세종,2019.0,9.0,85㎡~102㎡,11583.0
세종,2019.0,9.0,102㎡~,12972.3
강원,2019.0,9.0,모든면적,8190.599999999999
강원,2019.0,9.0,60㎡,8405.1
강원,2019.0,9.0,60㎡~85㎡,8111.4
강원,2019.0,9.0,85㎡~102㎡,10985.699999999999
강원,2019.0,9.0,102㎡~,10668.9
충북,2019.0,9.0,모든면적,7467.9
충북,2019.0,9.0,60㎡,7599.9
충북,2019.0,9.0,60㎡~85㎡,7537.2
충북,2019.0,9.0,85㎡~102㎡,8500.8
충북,2019.0,9.0,102㎡~,8355.6
충남,2019.0,9.0,모든면적,8523.9
충남,2019.0,9.0,60㎡,7807.799999999999
충남,2019.0,9.0,60㎡~85㎡,8629.5
충남,2019.0,9.0,102㎡~,9355.5
전북,2019.0,9.0,모든면적,8679.0
전북,2019.0,9.0,60㎡,7748.4
전북,2019.0,9.0,60㎡~85㎡,8679.0
전북,2019.0,9.0,85㎡~102㎡,8989.199999999999
전북,2019.0,9.0,102㎡~,8903.4
전남,2019.0,9.0,모든면적,8187.299999999999
전남,2019.0,9.0,60㎡,8134.5
전남,2019.0,9.0,60㎡~85㎡,8187.299999999999
전남,2019.0,9.0,85㎡~102㎡,7712.099999999999
전남,2019.0,9.0,102㎡~,10074.9
경북,2019.0,9.0,모든면적,8771.4
경북,2019.0,9.0,60㎡,8507.4
경북,2019.0,9.0,60㎡~85㎡,8705.4
경북,2019.0,9.0,85㎡~102㎡,8995.8
경북,2019.0,9.0,102㎡~,11094.599999999999
경남,2019.0,9.0,모든면적,9883.5
경남,2019.0,9.0,60㎡~85㎡,9801.0
경남,2019.0,9.0,85㎡~102㎡,10596.3
경남,2019.0,9.0,102㎡~,14199.9
제주,2019.0,9.0,모든면적,12767.699999999999
제주,2019.0,9.0,60㎡,12553.199999999999
제주,2019.0,9.0,60㎡~85㎡,12817.199999999999
제주,2019.0,9.0,102㎡~,11883.3
서울,2019.0,10.0,모든면적,26700.3
서울,2019.0,10.0,60㎡,27159.0
서울,2019.0,10.0,60㎡~85㎡,28294.199999999997
서울,2019.0,10.0,85㎡~102㎡,42002.399999999994
서울,2019.0,10.0,102㎡~,29379.899999999998
인천,2019.0,10.0,모든면적,13025.099999999999
인천,2019.0,10.0,60㎡,12757.8
인천,2019.0,10.0,60㎡~85㎡,13054.8
인천,2019.0,10.0,85㎡~102㎡,12807.3
인천,2019.0,10.0,102㎡~,17110.5
경기,2019.0,10.0,모든면적,14589.3
경기,2019.0,10.0,60㎡,16090.8
경기,2019.0,10.0,60㎡~85㎡,14364.9
경기,2019.0,10.0,85㎡~102㎡,17437.2
경기,2019.0,10.0,102㎡~,17463.6
부산,2019.0,10.0,모든면적,13332.0
부산,2019.0,10.0,60㎡,12738.0
부산,2019.0,10.0,60㎡~85㎡,13384.8
부산,2019.0,10.0,85㎡~102㎡,14523.3
부산,2019.0,10.0,102㎡~,14628.9
대구,2019.0,10.0,모든면적,14536.5
대구,2019.0,10.0,60㎡,14368.199999999999
대구,2019.0,10.0,60㎡~85㎡,14470.5
대구,2019.0,10.0,85㎡~102㎡,14685.0
대구,2019.0,10.0,102㎡~,15939.0
광주,2019.0,10.0,모든면적,12444.3
광주,2019.0,10.0,60㎡,12035.099999999999
광주,2019.0,10.0,60㎡~85㎡,12444.3
광주,2019.0,10.0,102㎡~,13724.699999999999
대전,2019.0,10.0,모든면적,11985.599999999999
대전,2019.0,10.0,60㎡,11662.199999999999
대전,2019.0,10.0,60㎡~85㎡,11771.099999999999
대전,2019.0,10.0,102㎡~,14850.0
울산,2019.0,10.0,모든면적,10362.0
울산,2019.0,10.0,60㎡,11216.699999999999
울산,2019.0,10.0,60㎡~85㎡,10263.0
세종,2019.0,10.0,모든면적,11411.4
세종,2019.0,10.0,60㎡~85㎡,11203.5
세종,2019.0,10.0,85㎡~102㎡,11583.0
세종,2019.0,10.0,102㎡~,12972.3
강원,2019.0,10.0,모든면적,8118.0
강원,2019.0,10.0,60㎡,8457.9
강원,2019.0,10.0,60㎡~85㎡,8058.599999999999
강원,2019.0,10.0,85㎡~102㎡,10985.699999999999
강원,2019.0,10.0,102㎡~,10668.9
충북,2019.0,10.0,모든면적,7497.599999999999
충북,2019.0,10.0,60㎡,7543.799999999999
충북,2019.0,10.0,60㎡~85㎡,7563.599999999999
충북,2019.0,10.0,85㎡~102㎡,8692.199999999999
충북,2019.0,10.0,102㎡~,8355.6
충남,2019.0,10.0,모든면적,8586.6
충남,2019.0,10.0,60㎡,7695.599999999999
충남,2019.0,10.0,60㎡~85㎡,8675.699999999999
충남,2019.0,10.0,85㎡~102㎡,10563.3
충남,2019.0,10.0,102㎡~,9355.5
전북,2019.0,10.0,모든면적,8434.8
전북,2019.0,10.0,60㎡,7877.099999999999
전북,2019.0,10.0,60㎡~85㎡,8388.6
전북,2019.0,10.0,85㎡~102㎡,9121.199999999999
전북,2019.0,10.0,102㎡~,8801.1
전남,2019.0,10.0,모든면적,8230.199999999999
전남,2019.0,10.0,60㎡,8134.5
전남,2019.0,10.0,60㎡~85㎡,8230.199999999999
전남,2019.0,10.0,85㎡~102㎡,7712.099999999999
전남,2019.0,10.0,102㎡~,10074.9
경북,2019.0,10.0,모든면적,9616.199999999999
경북,2019.0,10.0,60㎡,8507.4
경북,2019.0,10.0,60㎡~85㎡,9560.1
경북,2019.0,10.0,85㎡~102㎡,8593.199999999999
경북,2019.0,10.0,102㎡~,11408.099999999999
경남,2019.0,10.0,모든면적,10589.699999999999
경남,2019.0,10.0,60㎡~85㎡,10480.8
경남,2019.0,10.0,85㎡~102㎡,10715.099999999999
경남,2019.0,10.0,102㎡~,14199.9
제주,2019.0,10.0,모든면적,12767.699999999999
제주,2019.0,10.0,60㎡,12553.199999999999
제주,2019.0,10.0,60㎡~85㎡,12817.199999999999
제주,2019.0,10.0,102㎡~,11883.3
서울,2019.0,11.0,모든면적,26604.6
서울,2019.0,11.0,60㎡,27046.8
서울,2019.0,11.0,60㎡~85㎡,27390.0
서울,2019.0,11.0,85㎡~102㎡,42002.399999999994
서울,2019.0,11.0,102㎡~,29541.6
인천,2019.0,11.0,모든면적,12942.599999999999
인천,2019.0,11.0,60㎡,12906.3
인천,2019.0,11.0,60㎡~85㎡,12942.599999999999
인천,2019.0,11.0,85㎡~102㎡,12883.199999999999
인천,2019.0,11.0,102㎡~,15734.4
경기,2019.0,11.0,모든면적,14694.9
경기,2019.0,11.0,60㎡,16120.5
경기,2019.0,11.0,60㎡~85㎡,14325.3
경기,2019.0,11.0,85㎡~102㎡,17437.2
경기,2019.0,11.0,102㎡~,17628.6
부산,2019.0,11.0,모든면적,13150.5
부산,2019.0,11.0,60㎡,12371.699999999999
부산,2019.0,11.0,60㎡~85㎡,13233.0
부산,2019.0,11.0,85㎡~102㎡,14523.3
부산,2019.0,11.0,102㎡~,14262.599999999999
대구,2019.0,11.0,모든면적,14460.599999999999
대구,2019.0,11.0,60㎡,14401.199999999999
대구,2019.0,11.0,60㎡~85㎡,14417.699999999999
대구,2019.0,11.0,85㎡~102㎡,14483.699999999999
대구,2019.0,11.0,102㎡~,17021.399999999998
광주,2019.0,11.0,모든면적,12658.8
광주,2019.0,11.0,60㎡,12266.099999999999
광주,2019.0,11.0,60㎡~85㎡,12675.3
광주,2019.0,11.0,102㎡~,14011.8
대전,2019.0,11.0,모든면적,11985.599999999999
대전,2019.0,11.0,60㎡,11662.199999999999
대전,2019.0,11.0,60㎡~85㎡,11771.099999999999
대전,2019.0,11.0,102㎡~,14850.0
울산,2019.0,11.0,모든면적,10362.0
울산,2019.0,11.0,60㎡,11216.699999999999
울산,2019.0,11.0,60㎡~85㎡,10263.0
세종,2019.0,11.0,모든면적,11411.4
세종,2019.0,11.0,60㎡~85㎡,11203.5
세종,2019.0,11.0,85㎡~102㎡,11583.0
세종,2019.0,11.0,102㎡~,12972.3
강원,2019.0,11.0,모든면적,8283.0
강원,2019.0,11.0,60㎡,8451.3
강원,2019.0,11.0,60㎡~85㎡,8213.699999999999
강원,2019.0,11.0,85㎡~102㎡,10985.699999999999
강원,2019.0,11.0,102㎡~,11873.4
충북,2019.0,11.0,모든면적,7599.9
충북,2019.0,11.0,60㎡,7669.2
충북,2019.0,11.0,60㎡~85㎡,7566.9
충북,2019.0,11.0,85㎡~102㎡,8692.199999999999
충북,2019.0,11.0,102㎡~,8355.6
충남,2019.0,11.0,모든면적,8586.6
충남,2019.0,11.0,60㎡,7695.599999999999
충남,2019.0,11.0,60㎡~85㎡,8675.699999999999
충남,2019.0,11.0,85㎡~102㎡,10563.3
충남,2019.0,11.0,102㎡~,9355.5
전북,2019.0,11.0,모든면적,8144.4
전북,2019.0,11.0,60㎡,8335.8
전북,2019.0,11.0,60㎡~85㎡,8111.4
전북,2019.0,11.0,85㎡~102㎡,9121.199999999999
전북,2019.0,11.0,102㎡~,8801.1
전남,2019.0,11.0,모든면적,8292.9
전남,2019.0,11.0,60㎡,8345.699999999999
전남,2019.0,11.0,60㎡~85㎡,8296.199999999999
전남,2019.0,11.0,102㎡~,10074.9
경북,2019.0,11.0,모든면적,9616.199999999999
경북,2019.0,11.0,60㎡,8507.4
경북,2019.0,11.0,60㎡~85㎡,9560.1
경북,2019.0,11.0,85㎡~102㎡,8593.199999999999
경북,2019.0,11.0,102㎡~,11408.099999999999
경남,2019.0,11.0,모든면적,10563.3
경남,2019.0,11.0,60㎡,9174.0
경남,2019.0,11.0,60㎡~85㎡,10474.199999999999
경남,2019.0,11.0,85㎡~102㎡,10715.099999999999
경남,2019.0,11.0,102㎡~,14199.9
제주,2019.0,11.0,모든면적,12810.599999999999
제주,2019.0,11.0,60㎡~85㎡,12863.4
제주,2019.0,11.0,102㎡~,11883.3
서울,2019.0,12.0,모든면적,26251.5
서울,2019.0,12.0,60㎡,26779.5
서울,2019.0,12.0,60㎡~85㎡,26964.3
서울,2019.0,12.0,85㎡~102㎡,42002.399999999994
서울,2019.0,12.0,102㎡~,29663.699999999997
인천,2019.0,12.0,모든면적,13206.599999999999
인천,2019.0,12.0,60㎡,13176.9
인천,2019.0,12.0,60㎡~85㎡,13163.699999999999
인천,2019.0,12.0,85㎡~102㎡,13137.3
인천,2019.0,12.0,102㎡~,15734.4
경기,2019.0,12.0,모든면적,14826.9
경기,2019.0,12.0,60㎡,16272.3
경기,2019.0,12.0,60㎡~85㎡,14487.0
경기,2019.0,12.0,85㎡~102㎡,17945.399999999998
경기,2019.0,12.0,102㎡~,17094.0
부산,2019.0,12.0,모든면적,12817.199999999999
부산,2019.0,12.0,60㎡,12246.3
부산,2019.0,12.0,60㎡~85㎡,12893.099999999999
부산,2019.0,12.0,85㎡~102㎡,14523.3
부산,2019.0,12.0,102㎡~,14262.599999999999
대구,2019.0,12.0,모든면적,14427.599999999999
대구,2019.0,12.0,60㎡,14236.199999999999
대구,2019.0,12.0,60㎡~85㎡,14411.099999999999
대구,2019.0,12.0,85㎡~102㎡,14566.199999999999
대구,2019.0,12.0,102㎡~,16929.0
광주,2019.0,12.0,모든면적,12652.199999999999
광주,2019.0,12.0,60㎡,12955.8
광주,2019.0,12.0,60㎡~85㎡,12711.599999999999
광주,2019.0,12.0,102㎡~,14223.0
대전,2019.0,12.0,모든면적,11985.599999999999
대전,2019.0,12.0,60㎡,11662.199999999999
대전,2019.0,12.0,60㎡~85㎡,11771.099999999999
대전,2019.0,12.0,102㎡~,14850.0
울산,2019.0,12.0,모든면적,10371.9
울산,2019.0,12.0,60㎡,11216.699999999999
울산,2019.0,12.0,60㎡~85㎡,10276.199999999999
세종,2019.0,12.0,모든면적,11411.4
세종,2019.0,12.0,60㎡~85㎡,11203.5
세종,2019.0,12.0,85㎡~102㎡,11583.0
세종,2019.0,12.0,102㎡~,12972.3
강원,2019.0,12.0,모든면적,8283.0
강원,2019.0,12.0,60㎡,8451.3
강원,2019.0,12.0,60㎡~85㎡,8213.699999999999
강원,2019.0,12.0,85㎡~102㎡,10985.699999999999
강원,2019.0,12.0,102㎡~,11873.4
충북,2019.0,12.0,모든면적,7606.5
충북,2019.0,12.0,60㎡,7669.2
충북,2019.0,12.0,60㎡~85㎡,7580.099999999999
충북,2019.0,12.0,85㎡~102㎡,8692.199999999999
충북,2019.0,12.0,102㎡~,8355.6
충남,2019.0,12.0,모든면적,8712.0
충남,2019.0,12.0,60㎡,7860.599999999999
충남,2019.0,12.0,60㎡~85㎡,8797.8
충남,2019.0,12.0,85㎡~102㎡,10563.3
충남,2019.0,12.0,102㎡~,9355.5
전북,2019.0,12.0,모든면적,8144.4
전북,2019.0,12.0,60㎡,8335.8
전북,2019.0,12.0,60㎡~85㎡,8111.4
전북,2019.0,12.0,85㎡~102㎡,9121.199999999999
전북,2019.0,12.0,102㎡~,8801.1
전남,2019.0,12.0,모든면적,8091.599999999999
전남,2019.0,12.0,60㎡,8345.699999999999
전남,2019.0,12.0,60㎡~85㎡,8091.599999999999
전남,2019.0,12.0,102㎡~,10074.9
경북,2019.0,12.0,모든면적,9616.199999999999
경북,2019.0,12.0,60㎡,8507.4
경북,2019.0,12.0,60㎡~85㎡,9560.1
경북,2019.0,12.0,85㎡~102㎡,8593.199999999999
경북,2019.0,12.0,102㎡~,11408.099999999999
경남,2019.0,12.0,모든면적,10107.9
경남,2019.0,12.0,60㎡,9174.0
경남,2019.0,12.0,60㎡~85㎡,10114.5
경남,2019.0,12.0,85㎡~102㎡,10715.099999999999
제주,2019.0,12.0,모든면적,12810.599999999999
제주,2019.0,12.0,60㎡~85㎡,12863.4
제주,2019.0,12.0,102㎡~,11883.3
서울,2020.0,1.0,모든면적,26799.3
서울,2020.0,1.0,60㎡,27489.0
서울,2020.0,1.0,60㎡~85㎡,26845.5
서울,2020.0,1.0,85㎡~102㎡,42002.399999999994
서울,2020.0,1.0,102㎡~,28970.699999999997
인천,2020.0,1.0,모든면적,13216.5
인천,2020.0,1.0,60㎡,13150.5
인천,2020.0,1.0,60㎡~85㎡,13203.3
인천,2020.0,1.0,85㎡~102㎡,13137.3
인천,2020.0,1.0,102㎡~,15734.4
경기,2020.0,1.0,모든면적,14859.9
경기,2020.0,1.0,60㎡,16298.699999999999
경기,2020.0,1.0,60㎡~85㎡,14533.199999999999
경기,2020.0,1.0,85㎡~102㎡,18031.2
경기,2020.0,1.0,102㎡~,17173.2
부산,2020.0,1.0,모든면적,12817.199999999999
부산,2020.0,1.0,60㎡,12246.3
부산,2020.0,1.0,60㎡~85㎡,12893.099999999999
부산,2020.0,1.0,85㎡~102㎡,14523.3
부산,2020.0,1.0,102㎡~,14262.599999999999
대구,2020.0,1.0,모든면적,14586.0
대구,2020.0,1.0,60㎡,14269.199999999999
대구,2020.0,1.0,60㎡~85㎡,14576.099999999999
대구,2020.0,1.0,85㎡~102㎡,13421.099999999999
대구,2020.0,1.0,102㎡~,16886.1
광주,2020.0,1.0,모든면적,12681.9
광주,2020.0,1.0,60㎡,12955.8
광주,2020.0,1.0,60㎡~85㎡,12741.3
광주,2020.0,1.0,102㎡~,14223.0
대전,2020.0,1.0,모든면적,11985.599999999999
대전,2020.0,1.0,60㎡,11662.199999999999
대전,2020.0,1.0,60㎡~85㎡,11771.099999999999
대전,2020.0,1.0,102㎡~,14850.0
울산,2020.0,1.0,모든면적,10371.9
울산,2020.0,1.0,60㎡,11216.699999999999
울산,2020.0,1.0,60㎡~85㎡,10276.199999999999
세종,2020.0,1.0,모든면적,11411.4
세종,2020.0,1.0,60㎡~85㎡,11203.5
세종,2020.0,1.0,85㎡~102㎡,11583.0
세종,2020.0,1.0,102㎡~,12972.3
강원,2020.0,1.0,모든면적,8207.1
강원,2020.0,1.0,60㎡,8448.0
강원,2020.0,1.0,60㎡~85㎡,8131.2
강원,2020.0,1.0,85㎡~102㎡,10985.699999999999
강원,2020.0,1.0,102㎡~,12840.3
충북,2020.0,1.0,모든면적,7606.5
충북,2020.0,1.0,60㎡,7669.2
충북,2020.0,1.0,60㎡~85㎡,7580.099999999999
충북,2020.0,1.0,85㎡~102㎡,8692.199999999999
충북,2020.0,1.0,102㎡~,8355.6
충남,2020.0,1.0,모든면적,8712.0
충남,2020.0,1.0,60㎡,7860.599999999999
충남,2020.0,1.0,60㎡~85㎡,8797.8
충남,2020.0,1.0,85㎡~102㎡,10563.3
충남,2020.0,1.0,102㎡~,9355.5
전북,2020.0,1.0,모든면적,8144.4
전북,2020.0,1.0,60㎡,8335.8
전북,2020.0,1.0,60㎡~85㎡,8111.4
전북,2020.0,1.0,85㎡~102㎡,9121.199999999999
전북,2020.0,1.0,102㎡~,8801.1
전남,2020.0,1.0,모든면적,8200.5
전남,2020.0,1.0,60㎡,8345.699999999999
전남,2020.0,1.0,60㎡~85㎡,8203.8
전남,2020.0,1.0,102㎡~,10074.9
경북,2020.0,1.0,모든면적,10144.199999999999
경북,2020.0,1.0,60㎡,8507.4
경북,2020.0,1.0,60㎡~85㎡,10101.3
경북,2020.0,1.0,102㎡~,11408.099999999999
경남,2020.0,1.0,모든면적,10107.9
경남,2020.0,1.0,60㎡,9174.0
경남,2020.0,1.0,60㎡~85㎡,10114.5
경남,2020.0,1.0,85㎡~102㎡,10715.099999999999
제주,2020.0,1.0,모든면적,13051.5
제주,2020.0,1.0,60㎡,13328.699999999999
제주,2020.0,1.0,60㎡~85㎡,13074.599999999999
제주,2020.0,1.0,102㎡~,11883.3
서울,2020.0,2.0,모든면적,26307.6
서울,2020.0,2.0,60㎡,27036.899999999998
서울,2020.0,2.0,60㎡~85㎡,26862.0
서울,2020.0,2.0,85㎡~102㎡,45655.5
서울,2020.0,2.0,102㎡~,29828.699999999997
인천,2020.0,2.0,모든면적,13477.199999999999
인천,2020.0,2.0,60㎡,13180.199999999999
인천,2020.0,2.0,60㎡~85㎡,13460.699999999999
인천,2020.0,2.0,85㎡~102㎡,13137.3
인천,2020.0,2.0,102㎡~,16361.4
경기,2020.0,2.0,모든면적,14856.599999999999
경기,2020.0,2.0,60㎡,16229.4
경기,2020.0,2.0,60㎡~85㎡,14526.599999999999
경기,2020.0,2.0,85㎡~102㎡,17879.399999999998
경기,2020.0,2.0,102㎡~,16938.899999999998
부산,2020.0,2.0,모든면적,12949.199999999999
부산,2020.0,2.0,60㎡,12408.0
부산,2020.0,2.0,60㎡~85㎡,13005.3
부산,2020.0,2.0,85㎡~102㎡,14523.3
부산,2020.0,2.0,102㎡~,14262.599999999999
대구,2020.0,2.0,모든면적,14586.0
대구,2020.0,2.0,60㎡,14190.0
대구,2020.0,2.0,60㎡~85㎡,14579.4
대구,2020.0,2.0,85㎡~102㎡,13398.0
대구,2020.0,2.0,102㎡~,16886.1
광주,2020.0,2.0,모든면적,12681.9
광주,2020.0,2.0,60㎡,12955.8
광주,2020.0,2.0,60㎡~85㎡,12741.3
광주,2020.0,2.0,102㎡~,14223.0
대전,2020.0,2.0,모든면적,11985.599999999999
대전,2020.0,2.0,60㎡,11662.199999999999
대전,2020.0,2.0,60㎡~85㎡,11771.099999999999
대전,2020.0,2.0,102㎡~,14850.0
울산,2020.0,2.0,모든면적,10371.9
울산,2020.0,2.0,60㎡,11216.699999999999
울산,2020.0,2.0,60㎡~85㎡,10276.199999999999
세종,2020.0,2.0,모든면적,11411.4
세종,2020.0,2.0,60㎡~85㎡,11203.5
세종,2020.0,2.0,85㎡~102㎡,11583.0
세종,2020.0,2.0,102㎡~,12972.3
강원,2020.0,2.0,모든면적,8325.9
강원,2020.0,2.0,60㎡,8448.0
강원,2020.0,2.0,60㎡~85㎡,8253.3
강원,2020.0,2.0,85㎡~102㎡,10985.699999999999
강원,2020.0,2.0,102㎡~,12889.8
충북,2020.0,2.0,모든면적,7903.5
충북,2020.0,2.0,60㎡,7986.0
충북,2020.0,2.0,60㎡~85㎡,7867.2
충북,2020.0,2.0,85㎡~102㎡,8692.199999999999
충북,2020.0,2.0,102㎡~,8355.6
충남,2020.0,2.0,모든면적,8593.199999999999
충남,2020.0,2.0,60㎡,7883.7
충남,2020.0,2.0,60㎡~85㎡,8652.6
충남,2020.0,2.0,85㎡~102㎡,10563.3
충남,2020.0,2.0,102㎡~,9355.5
전북,2020.0,2.0,모든면적,8144.4
전북,2020.0,2.0,60㎡,8335.8
전북,2020.0,2.0,60㎡~85㎡,8111.4
전북,2020.0,2.0,85㎡~102㎡,9121.199999999999
전북,2020.0,2.0,102㎡~,8801.1
전남,2020.0,2.0,모든면적,8269.8
전남,2020.0,2.0,60㎡,8345.699999999999
전남,2020.0,2.0,60㎡~85㎡,8273.1
전남,2020.0,2.0,102㎡~,10074.9
경북,2020.0,2.0,모든면적,8431.5
경북,2020.0,2.0,60㎡,8507.4
경북,2020.0,2.0,60㎡~85㎡,8411.699999999999
경북,2020.0,2.0,102㎡~,9094.8
경남,2020.0,2.0,모든면적,10107.9
경남,2020.0,2.0,60㎡,9174.0
경남,2020.0,2.0,60㎡~85㎡,10114.5
경남,2020.0,2.0,85㎡~102㎡,10715.099999999999
제주,2020.0,2.0,모든면적,13051.5
제주,2020.0,2.0,60㎡,13328.699999999999
제주,2020.0,2.0,60㎡~85㎡,13074.599999999999
제주,2020.0,2.0,102㎡~,11883.3
서울,2020.0,3.0,모든면적,26495.699999999997
서울,2020.0,3.0,60㎡,28158.899999999998
서울,2020.0,3.0,60㎡~85㎡,26928.0
서울,2020.0,3.0,85㎡~102㎡,45655.5
서울,2020.0,3.0,102㎡~,29815.5
인천,2020.0,3.0,모든면적,14058.0
인천,2020.0,3.0,60㎡,13388.099999999999
인천,2020.0,3.0,60㎡~85㎡,14166.9
인천,2020.0,3.0,85㎡~102㎡,12988.8
인천,2020.0,3.0,102㎡~,16407.6
경기,2020.0,3.0,모든면적,14770.8
경기,2020.0,3.0,60㎡,16146.9
